company_id,company_name,year,quarter,scope3_category,subcategory,ghg_emission_tco2e,calculation_method,data_quality,notes
SUB-004,에스코어 주식회사,2024,1,Cat.1 구매상품·서비스,,1406.25,spend_based,low,에스코어 주식회사 Cat.1 구매상품·서비스
SUB-004,에스코어 주식회사,2024,1,Cat.4 업스트림 운송,,781.25,spend_based,low,에스코어 주식회사 Cat.4 업스트림 운송
SUB-004,에스코어 주식회사,2024,1,Cat.6 출장,,312.5,spend_based,low,에스코어 주식회사 Cat.6 출장
SUB-004,에스코어 주식회사,2024,1,Cat.7 통근,,312.5,spend_based,low,에스코어 주식회사 Cat.7 통근
SUB-004,에스코어 주식회사,2024,1,Cat.15 투자,,312.5,spend_based,low,에스코어 주식회사 Cat.15 투자
SUB-004,에스코어 주식회사,2024,2,Cat.1 구매상품·서비스,,1406.25,spend_based,low,에스코어 주식회사 Cat.1 구매상품·서비스
SUB-004,에스코어 주식회사,2024,2,Cat.4 업스트림 운송,,781.25,spend_based,low,에스코어 주식회사 Cat.4 업스트림 운송
SUB-004,에스코어 주식회사,2024,2,Cat.6 출장,,312.5,spend_based,low,에스코어 주식회사 Cat.6 출장
SUB-004,에스코어 주식회사,2024,2,Cat.7 통근,,312.5,spend_based,low,에스코어 주식회사 Cat.7 통근
SUB-004,에스코어 주식회사,2024,2,Cat.15 투자,,312.5,spend_based,low,에스코어 주식회사 Cat.15 투자
SUB-004,에스코어 주식회사,2024,3,Cat.1 구매상품·서비스,,1406.25,spend_based,low,에스코어 주식회사 Cat.1 구매상품·서비스
SUB-004,에스코어 주식회사,2024,3,Cat.4 업스트림 운송,,781.25,spend_based,low,에스코어 주식회사 Cat.4 업스트림 운송
SUB-004,에스코어 주식회사,2024,3,Cat.6 출장,,312.5,spend_based,low,에스코어 주식회사 Cat.6 출장
SUB-004,에스코어 주식회사,2024,3,Cat.7 통근,,312.5,spend_based,low,에스코어 주식회사 Cat.7 통근
SUB-004,에스코어 주식회사,2024,3,Cat.15 투자,,312.5,spend_based,low,에스코어 주식회사 Cat.15 투자
SUB-004,에스코어 주식회사,2024,4,Cat.1 구매상품·서비스,,1406.25,spend_based,low,에스코어 주식회사 Cat.1 구매상품·서비스
SUB-004,에스코어 주식회사,2024,4,Cat.4 업스트림 운송,,781.25,spend_based,low,에스코어 주식회사 Cat.4 업스트림 운송
SUB-004,에스코어 주식회사,2024,4,Cat.6 출장,,312.5,spend_based,low,에스코어 주식회사 Cat.6 출장
SUB-004,에스코어 주식회사,2024,4,Cat.7 통근,,312.5,spend_based,low,에스코어 주식회사 Cat.7 통근
SUB-004,에스코어 주식회사,2024,4,Cat.15 투자,,312.5,spend_based,low,에스코어 주식회사 Cat.15 투자
